Course,Number,Section,Title,A,B,C,D,F,P,F(P),W,Instructor,Honors,CourseId,Year
AGM,2060,1.0,Machinery Mgt,0.05,0.37,0.26,0.11,0.16,0.0,0.0,0.05,hunter massey,False,AGM-2060,2021
AGM,2200,1.0,Calc for Mechanized Agric,0.47,0.33,0.1,0.07,0.03,0.0,0.0,0.0,aaron paul turner,False,AGM-2200,2021
AGM,2210,1.0,Land Measurements,0.62,0.28,0.07,0.0,0.03,0.0,0.0,0.0,brennan teddy,False,AGM-2210,2021
AGM,4020,1.0,Irrigation System Design,0.17,0.33,0.43,0.07,0.0,0.0,0.0,0.0,charles privette,False,AGM-4020,2021
AGM,4050,1.0,Env Cont in Anim Str,0.09,0.18,0.0,0.0,0.73,0.0,0.0,0.0,john chastain,False,AGM-4050,2021
AGM,4100,1.0,Precision Ag Tech,0.56,0.23,0.1,0.08,0.03,0.0,0.0,0.0,hunter massey,False,AGM-4100,2021
AGM,4100,1.0,Precision Ag Tech,0.56,0.23,0.1,0.08,0.03,0.0,0.0,0.0,hunter massey,False,AGM-4100,2021
AGM,4520,1.0,Mobile Power,0.31,0.42,0.27,0.0,0.0,0.0,0.0,0.0,ali bulent koc,False,AGM-4520,2021
AGM,4720,1.0,Capstone,0.38,0.29,0.29,0.05,0.0,0.0,0.0,0.0,john chastain,False,AGM-4720,2021
AGM,8000,1.0,Research Methods,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,"karthikeyan,",False,AGM-8000,2021
AGRB,2020,1.0,Agricultural Economics,0.59,0.24,0.14,0.01,0.01,0.0,0.0,0.0,julie carl ureta,False,AGRB-2020,2021
AGRB,2050,1.0,Agriculture and Society,0.15,0.22,0.38,0.05,0.13,0.0,0.0,0.07,michael vassalos,False,AGRB-2050,2021
AGRB,3080,1.0,Quant Agribusiness Analysi,0.18,0.12,0.29,0.26,0.15,0.0,0.0,0.0,lisha zhang,False,AGRB-3080,2021
AGRB,3190,1.0,Agribusiness Management,0.16,0.2,0.14,0.3,0.14,0.0,0.0,0.07,michael vassalos,False,AGRB-3190,2021
AGRB,3570,1.0,Natural Resources Econom,0.16,0.16,0.27,0.18,0.1,0.0,0.0,0.12,david brian willis,False,AGRB-3570,2021
AGRB,4020,1.0,Production Economics,0.19,0.22,0.31,0.19,0.06,0.0,0.0,0.03,"de figueiredo silva,",False,AGRB-4020,2021
AGRB,4080,1.0,Quant Agribusiness Analysi,0.35,0.38,0.18,0.08,0.03,0.0,0.0,0.0,lisha zhang,False,AGRB-4080,2021
AGRB,4560,1.0,Prices,0.26,0.29,0.23,0.19,0.03,0.0,0.0,0.0,"de figueiredo silva,",False,AGRB-4560,2021
AGRB,4570,1.0,"Natural Res Use, Tech & P",0.14,0.57,0.29,0.0,0.0,0.0,0.0,0.0,david brian willis,False,AGRB-4570,2021
AL,3340,400.0,Social Issues in Athletic Lea,0.92,0.04,0.0,0.0,0.0,0.0,0.0,0.04,misty soles,False,AL-3340,2021
AL,3490,400.0,Principles of Coaching,0.67,0.17,0.17,0.0,0.0,0.0,0.0,0.0,deborah cadorette,False,AL-3490,2021
AL,3490,401.0,Principles of Coaching,0.56,0.28,0.16,0.0,0.0,0.0,0.0,0.0,deborah cadorette,False,AL-3490,2021
AL,3490,402.0,Principles of Coaching,0.64,0.16,0.08,0.0,0.04,0.0,0.0,0.08,deborah cadorette,False,AL-3490,2021
AL,3490,403.0,Principles of Coaching,0.68,0.16,0.12,0.0,0.0,0.0,0.0,0.04,deborah cadorette,False,AL-3490,2021
AL,3490,404.0,Principles of Coaching,0.84,0.12,0.04,0.0,0.0,0.0,0.0,0.0,edmond fry,False,AL-3490,2021
AL,3490,406.0,Principles of Coaching,0.72,0.24,0.04,0.0,0.0,0.0,0.0,0.0,john plumblee,False,AL-3490,2021
AL,3490,407.0,Principles of Coaching,0.76,0.16,0.0,0.0,0.08,0.0,0.0,0.0,john plumblee,False,AL-3490,2021
AL,3490,408.0,Principles of Coaching,0.64,0.28,0.08,0.0,0.0,0.0,0.0,0.0,john plumblee,False,AL-3490,2021
AL,3490,409.0,Principles of Coaching,0.8,0.16,0.04,0.0,0.0,0.0,0.0,0.0,frank mezzanotte,False,AL-3490,2021
AL,3490,410.0,Principles of Coaching,0.62,0.29,0.0,0.0,0.05,0.0,0.0,0.05,frank mezzanotte,False,AL-3490,2021
AL,3490,412.0,Principles of Coaching,0.8,0.04,0.04,0.0,0.04,0.0,0.0,0.08,nicholas whitrow,False,AL-3490,2021
AL,3490,413.0,Principles of Coaching,0.87,0.13,0.0,0.0,0.0,0.0,0.0,0.0,joel neuder,False,AL-3490,2021
AL,3500,400.0,Sci Basis I/Ex Phy,0.37,0.33,0.22,0.04,0.04,0.0,0.0,0.0,michael godfrey,False,AL-3500,2021
AL,3500,401.0,Sci Basis I/Ex Phy,0.32,0.32,0.28,0.04,0.04,0.0,0.0,0.0,michael godfrey,False,AL-3500,2021
AL,3520,400.0,Kinesiology,0.33,0.38,0.14,0.05,0.0,0.0,0.0,0.1,isaac sean colbert,False,AL-3520,2021
AL,3530,400.0,Athletic Injuries,0.62,0.23,0.04,0.08,0.0,0.0,0.0,0.04,isaac sean colbert,False,AL-3530,2021
AL,3530,401.0,Athletic Injuries,0.6,0.24,0.08,0.08,0.0,0.0,0.0,0.0,isaac sean colbert,False,AL-3530,2021
AL,3600,400.0,Hgh Sch Athl Ethical/Legal I,0.64,0.16,0.2,0.0,0.0,0.0,0.0,0.0,clyde keith connor,False,AL-3600,2021
AL,3610,400.0,Admin/Org of Athletic Pro,0.76,0.14,0.03,0.0,0.03,0.0,0.0,0.03,henry oates,False,AL-3610,2021
AL,3610,401.0,Admin/Org of Athletic Pro,0.72,0.24,0.04,0.0,0.0,0.0,0.0,0.0,henry oates,False,AL-3610,2021
AL,3610,402.0,Admin/Org of Athletic Pro,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,henry oates,False,AL-3610,2021
AL,3620,400.0,Psychology of Coaching,0.28,0.36,0.24,0.04,0.04,0.0,0.0,0.04,natalie anne carter,False,AL-3620,2021
AL,3620,401.0,Psychology of Coaching,0.16,0.28,0.36,0.04,0.04,0.0,0.0,0.12,natalie anne carter,False,AL-3620,2021
AL,3620,402.0,Psychology of Coaching,0.28,0.2,0.24,0.2,0.04,0.0,0.0,0.04,natalie anne carter,False,AL-3620,2021
AL,3720,400.0,Coaching Basketball,0.68,0.16,0.08,0.04,0.04,0.0,0.0,0.0,edmond fry,False,AL-3720,2021
AL,3740,400.0,Coaching Football,0.6,0.2,0.04,0.0,0.08,0.0,0.0,0.08,edmond fry,False,AL-3740,2021
AL,3750,400.0,Coaching Soccer,0.84,0.08,0.0,0.0,0.0,0.0,0.0,0.08,justin hickey,False,AL-3750,2021
AL,3760,400.0,Coaching Strength/Conditi,0.59,0.22,0.11,0.0,0.04,0.0,0.0,0.04,edmond fry,False,AL-3760,2021
AL,3760,401.0,Coaching Strength/Conditi,0.48,0.32,0.12,0.0,0.0,0.0,0.0,0.08,edmond fry,False,AL-3760,2021
AL,4000,400.0,Athletic Leadership Interns,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,deborah cadorette,False,AL-4000,2021
AL,4380,401.0,Officiating in Athl Leadersh,0.54,0.21,0.21,0.0,0.0,0.0,0.0,0.04,clyde keith connor,False,AL-4380,2021
AL,4380,402.0,High School Recruiting,0.5,0.23,0.15,0.04,0.04,0.0,0.0,0.04,justin hickey,False,AL-4380,2021
AL,4380,403.0,Coaching Baseball/Softball,0.56,0.04,0.28,0.0,0.08,0.0,0.0,0.04,justin hickey,False,AL-4380,2021
AL,4490,400.0,Athlete Beliefs,0.4,0.45,0.0,0.1,0.0,0.0,0.0,0.05,deborah cadorette,False,AL-4490,2021
AL,8380,400.0,Intercoll Ath Personnel Mg,0.71,0.14,0.07,0.0,0.0,0.0,0.0,0.0,kyle young,False,AL-8380,2021
AL,8380,402.0,Sports Op & Team Culture,0.7,0.25,0.0,0.0,0.0,0.0,0.0,0.05,julianna carlson,False,AL-8380,2021
AL,8380,403.0,Sports Op & Team Culture,0.79,0.21,0.0,0.0,0.0,0.0,0.0,0.0,julianna carlson,False,AL-8380,2021
AL,8380,404.0,Student Athlete Developm,0.86,0.14,0.0,0.0,0.0,0.0,0.0,0.0,janna magette,False,AL-8380,2021
AL,8500,400.0,Principles Strength and Co,0.53,0.29,0.18,0.0,0.0,0.0,0.0,0.0,michael godfrey,False,AL-8500,2021
AL,8630,400.0,Socio Dynam in Intercol At,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,michael godfrey,False,AL-8630,2021
AL,8630,401.0,Socio Dynam in Intercol At,0.63,0.32,0.05,0.0,0.0,0.0,0.0,0.0,sarah stokowski,False,AL-8630,2021
AL,8630,402.0,Socio Dynam in Intercol At,0.67,0.17,0.17,0.0,0.0,0.0,0.0,0.0,sarah stokowski,False,AL-8630,2021
AL,8640,400.0,Ethical Iss in Collegiate Ath,0.92,0.08,0.0,0.0,0.0,0.0,0.0,0.0,janna magette,False,AL-8640,2021
AL,8640,401.0,Ethical Iss in Collegiate Ath,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,janna magette,False,AL-8640,2021
AL,8640,402.0,Ethical Iss in Collegiate Ath,0.69,0.31,0.0,0.0,0.0,0.0,0.0,0.0,janna magette,False,AL-8640,2021
ANTH,2010,1.0,Introduction to Anthropol,0.59,0.32,0.0,0.02,0.07,0.0,0.0,0.0,david markus,False,ANTH-2010,2021
ANTH,2010,2.0,Introduction to Anthropol,0.6,0.35,0.03,0.0,0.0,0.0,0.0,0.02,david markus,False,ANTH-2010,2021
ANTH,2010,3.0,Introduction to Anthropol,0.45,0.23,0.15,0.03,0.12,0.0,0.0,0.02,lisa rapaport,False,ANTH-2010,2021
ANTH,2010,4.0,Introduction to Anthropol,0.38,0.4,0.13,0.03,0.05,0.0,0.0,0.0,yi wu,False,ANTH-2010,2021
ANTH,2010,5.0,Introduction to Anthropol,0.42,0.38,0.12,0.08,0.0,0.0,0.0,0.0,yi wu,False,ANTH-2010,2021
ANTH,2050,1.0,Professional Development,0.71,0.21,0.0,0.0,0.07,0.0,0.0,0.0,"weisensee,",False,ANTH-2050,2021
ANTH,3010,1.0,Cultural Anthropology,0.31,0.23,0.31,0.0,0.0,0.0,0.0,0.08,john coggeshall,False,ANTH-3010,2021
ANTH,3310,1.0,Archaeology,0.55,0.39,0.03,0.0,0.0,0.0,0.0,0.0,david markus,False,ANTH-3310,2021
ANTH,3910,1.0,Medical Anthropology,0.25,0.38,0.13,0.13,0.13,0.0,0.0,0.0,yanhua zhang,False,ANTH-3910,2021
ANTH,4040,1.0,Anthropological Theories,0.44,0.17,0.17,0.17,0.0,0.0,0.0,0.06,john coggeshall,False,ANTH-4040,2021
ANTH,4310,1.0,Historical Archaeology,0.58,0.23,0.19,0.0,0.0,0.0,0.0,0.0,david markus,False,ANTH-4310,2021
ANTH,4660,1.0,Evolution of Human Behav,0.3,0.6,0.1,0.0,0.0,0.0,0.0,0.0,lisa rapaport,False,ANTH-4660,2021
ANTH,4960,1.0,ANTH CI: Deaths in Pickens,0.8,0.1,0.1,0.0,0.0,0.0,0.0,0.0,"weisensee,",False,ANTH-4960,2021
ARCH,1510,1.0,Arch Communication,0.56,0.31,0.06,0.06,0.0,0.0,0.0,0.0,"hambright-belue,",False,ARCH-1510,2021
ARCH,1510,2.0,Arch Communication,0.57,0.43,0.0,0.0,0.0,0.0,0.0,0.0,clarissa mendez,False,ARCH-1510,2021
ARCH,1510,3.0,Arch Communication,0.33,0.47,0.07,0.0,0.0,0.0,0.0,0.0,berrin terim,False,ARCH-1510,2021
ARCH,1510,4.0,Arch Communication,0.73,0.27,0.0,0.0,0.0,0.0,0.0,0.0,joseph choma,False,ARCH-1510,2021
ARCH,1510,5.0,Arch Communication,0.56,0.38,0.0,0.0,0.06,0.0,0.0,0.0,virginia ellyn melnyk,False,ARCH-1510,2021
ARCH,1510,6.0,Arch Communication,0.44,0.25,0.25,0.0,0.0,0.0,0.0,0.06,brandon pass,False,ARCH-1510,2021
ARCH,2520,1.0,Arch Foundations II,0.86,0.0,0.0,0.07,0.0,0.0,0.0,0.07,joseph choma,False,ARCH-2520,2021
ARCH,2520,2.0,Arch Foundations II,0.62,0.38,0.0,0.0,0.0,0.0,0.0,0.0,clarissa mendez,False,ARCH-2520,2021
ARCH,2520,3.0,Arch Foundations II,0.31,0.62,0.08,0.0,0.0,0.0,0.0,0.0,virginia ellyn melnyk,False,ARCH-2520,2021
ARCH,2520,4.0,Arch Foundations II,0.4,0.47,0.07,0.0,0.0,0.0,0.0,0.07,brandon pass,False,ARCH-2520,2021
ARCH,2520,5.0,Arch Foundations II,0.62,0.15,0.15,0.08,0.0,0.0,0.0,0.0,kendall roberts,False,ARCH-2520,2021
ARCH,2700,1.0,Structures I,0.9,0.03,0.0,0.0,0.03,0.0,0.0,0.03,michael kleiss,False,ARCH-2700,2021
ARCH,2710,1.0,Structures II,0.45,0.31,0.17,0.03,0.03,0.0,0.0,0.0,amy christine trick,False,ARCH-2710,2021
ARCH,3510,2.0,Studio Clemson,0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.0,winifred newman,False,ARCH-3510,2021
ARCH,3530,1.0,Studio Genoa,0.82,0.18,0.0,0.0,0.0,0.0,0.0,0.0,henrique houayek,False,ARCH-3530,2021
ARCH,3540,1.0,Studio Barcelona,0.83,0.17,0.0,0.0,0.0,0.0,0.0,0.0,miguel roldan,False,ARCH-3540,2021
ARCH,4140,3.0,Design Seminar,0.67,0.33,0.0,0.0,0.0,0.0,0.0,0.0,"schwennsen,",False,ARCH-4140,2021
ARCH,4520,1.0,Synthesis Studio,0.4,0.47,0.13,0.0,0.0,0.0,0.0,0.0,george schafer,False,ARCH-4520,2021
ARCH,4520,2.0,Synthesis Studio,0.42,0.5,0.08,0.0,0.0,0.0,0.0,0.0,timothy burl brown,False,ARCH-4520,2021
ARCH,4520,3.0,Synthesis Studio,0.17,0.5,0.33,0.0,0.0,0.0,0.0,0.0,berrin terim,False,ARCH-4520,2021
ARCH,4520,4.0,Synthesis Studio,0.58,0.25,0.17,0.0,0.0,0.0,0.0,0.0,"franco santa cruz,",False,ARCH-4520,2021
ARCH,4520,5.0,Synthesis Studio,0.25,0.33,0.42,0.0,0.0,0.0,0.0,0.0,"schwennsen,",False,ARCH-4520,2021
ARCH,4520,6.0,Synthesis Studio,0.08,0.83,0.08,0.0,0.0,0.0,0.0,0.0,ulrike ann- heine,False,ARCH-4520,2021
ARCH,4770,1.0,Introduction of Craft,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,thomas sweeney,False,ARCH-4770,2021
ARCH,4990,1.0,Immersive Virtual Environ,0.13,0.38,0.38,0.13,0.0,0.0,0.0,0.0,david lee,False,ARCH-4990,2021
ARCH,6880,1.0,Arch Programming,0.82,0.18,0.0,0.0,0.0,0.0,0.0,0.0,byron edwards,False,ARCH-6880,2021
