Course,Number,Section,Title,A,B,C,D,F,P,F(P),W,Instructor,Honors,CourseId,Year
AAH,1020,1,Survey of Art & Arch Hist II,0.41,0.41,0.13,0.02,0.01,0.0,0.0,0.03,andrea feeser,,AAH-1020,2017
AAH,2060,1,Art History and Theory II,0.89,0.11,0.0,0.0,0.0,0.0,0.0,0.0,andrea feeser,,AAH-2060,2017
ACCT,2010,1,Financial Accounting Concepts,0.42,0.2,0.13,0.05,0.12,0.0,0.0,0.08,lydia lan schleifer,,ACCT-2010,2017
ACCT,2010,2,Financial Accounting Concepts,0.4,0.25,0.22,0.05,0.07,0.0,0.0,0.02,annieka philo,,ACCT-2010,2017
ACCT,2010,3,Financial Accounting Concepts,0.2,0.41,0.2,0.14,0.0,0.0,0.0,0.06,philip maiberger,,ACCT-2010,2017
ACCT,2010,4,Financial Accounting Concepts,0.35,0.22,0.27,0.07,0.1,0.0,0.0,0.0,annieka philo,,ACCT-2010,2017
ACCT,2010,5,Financial Accounting Concepts,0.38,0.2,0.15,0.07,0.08,0.0,0.0,0.12,lydia lan schleifer,,ACCT-2010,2017
ACCT,2010,6,Financial Accounting Concepts,0.45,0.25,0.08,0.05,0.08,0.0,0.0,0.08,lydia lan schleifer,,ACCT-2010,2017
ACCT,2010,7,Financial Accounting Concepts,0.27,0.13,0.23,0.07,0.13,0.0,0.0,0.18,mary ann  prater,,ACCT-2010,2017
ACCT,2010,8,Financial Accounting Concepts,0.41,0.24,0.21,0.1,0.02,0.0,0.0,0.02,annieka philo,,ACCT-2010,2017
ACCT,2010,9,Financial Accounting Concepts,0.11,0.29,0.2,0.09,0.09,0.0,0.0,0.23,mary ann  prater,,ACCT-2010,2017
ACCT,2010,10,Financial Accounting Concepts,0.59,0.29,0.05,0.02,0.02,0.0,0.0,0.03,charles tegen,,ACCT-2010,2017
ACCT,2010,101,Fin Acct Concepts (HON),0.76,0.12,0.0,0.0,0.0,0.0,0.0,0.12,mary ann  prater,True,ACCT-2010,2017
ACCT,2010,401,Financial Accounting Concepts,0.28,0.45,0.14,0.03,0.06,0.0,0.0,0.03,jeffrey mcmillan,,ACCT-2010,2017
ACCT,2010,402,Financial Accounting Concepts,0.21,0.5,0.13,0.05,0.09,0.0,0.0,0.02,jeffrey mcmillan,,ACCT-2010,2017
ACCT,2020,1,Managerial Accounting Concepts,0.09,0.37,0.3,0.09,0.04,0.0,0.0,0.11,henry anderson,,ACCT-2020,2017
ACCT,2020,2,Managerial Accounting Concepts,0.11,0.33,0.29,0.03,0.07,0.0,0.0,0.17,henry anderson,,ACCT-2020,2017
ACCT,2020,3,Managerial Accounting Concepts,0.25,0.23,0.3,0.08,0.03,0.0,0.0,0.13,henry anderson,,ACCT-2020,2017
ACCT,2020,4,Managerial Accounting Concepts,0.15,0.32,0.29,0.06,0.1,0.0,0.0,0.08,emily suza mccorkle,,ACCT-2020,2017
ACCT,2020,5,Managerial Accounting Concepts,0.46,0.34,0.13,0.04,0.01,0.0,0.0,0.01,emily suza mccorkle,,ACCT-2020,2017
ACCT,2020,401,Managerial Accounting Concepts,0.11,0.32,0.16,0.1,0.08,0.0,0.0,0.23,henry anderson,,ACCT-2020,2017
ACCT,3030,1,Cost Accounting,0.4,0.29,0.2,0.02,0.04,0.0,0.0,0.04,jace garrett,,ACCT-3030,2017
ACCT,3030,2,Cost Accounting,0.2,0.39,0.31,0.04,0.0,0.0,0.0,0.06,jace garrett,,ACCT-3030,2017
ACCT,3030,3,Cost Accounting,0.24,0.32,0.24,0.04,0.06,0.0,0.0,0.1,rebecca pennel trax,,ACCT-3030,2017
ACCT,3030,4,Cost Accounting,0.18,0.29,0.29,0.04,0.07,0.0,0.0,0.14,rebecca pennel trax,,ACCT-3030,2017
ACCT,3110,1,Intermediate Financial Acct I,0.22,0.29,0.24,0.09,0.09,0.0,0.0,0.07,terry daniel knause,,ACCT-3110,2017
ACCT,3110,2,Intermediate Financial Acct I,0.3,0.34,0.18,0.08,0.04,0.0,0.0,0.06,terry daniel knause,,ACCT-3110,2017
ACCT,3110,3,Intermediate Financial Acct I,0.34,0.42,0.14,0.08,0.0,0.0,0.0,0.02,terry daniel knause,,ACCT-3110,2017
ACCT,3110,4,Intermediate Financial Acct I,0.2,0.36,0.24,0.1,0.04,0.0,0.0,0.06,terry daniel knause,,ACCT-3110,2017
ACCT,3110,401,Intermediate Financial Acct I,0.16,0.22,0.22,0.09,0.13,0.0,0.0,0.19,henry anderson,,ACCT-3110,2017
ACCT,3120,1,Intermediate Financial Acct II,0.09,0.34,0.39,0.09,0.07,0.0,0.0,0.02,the estate  guffey,,ACCT-3120,2017
ACCT,3120,2,Intermediate Financial Acct II,0.27,0.24,0.35,0.05,0.03,0.0,0.0,0.05,the estate  guffey,,ACCT-3120,2017
ACCT,3120,3,Intermediate Financial Acct II,0.07,0.3,0.34,0.09,0.14,0.0,0.0,0.07,brian todd carver,,ACCT-3120,2017
ACCT,3120,4,Intermediate Financial Acct II,0.07,0.27,0.4,0.2,0.0,0.0,0.0,0.07,brian todd carver,,ACCT-3120,2017
ACCT,3120,5,Intermediate Financial Acct II,0.23,0.42,0.19,0.07,0.0,0.0,0.0,0.09,jeremy micha vinson,,ACCT-3120,2017
ACCT,3130,1,Intermediate Fin Acct III,0.15,0.35,0.45,0.0,0.05,0.0,0.0,0.0, russell madray,,ACCT-3130,2017
ACCT,3130,2,Intermediate Fin Acct III,0.35,0.38,0.25,0.02,0.0,0.0,0.0,0.0, russell madray,,ACCT-3130,2017
ACCT,3130,3,Intermediate Fin Acct III,0.26,0.54,0.18,0.0,0.03,0.0,0.0,0.0, russell madray,,ACCT-3130,2017
ACCT,3130,4,Intermediate Fin Acct III,0.32,0.46,0.22,0.0,0.0,0.0,0.0,0.0, russell madray,,ACCT-3130,2017
ACCT,3220,1,Accounting Information Systems,0.27,0.36,0.21,0.03,0.03,0.0,0.0,0.09,philip maiberger,,ACCT-3220,2017
ACCT,3220,2,Accounting Information Systems,0.38,0.35,0.09,0.03,0.0,0.0,0.0,0.15,philip maiberger,,ACCT-3220,2017
ACCT,3220,3,Accounting Information Systems,0.19,0.34,0.34,0.03,0.0,0.0,0.0,0.09,philip maiberger,,ACCT-3220,2017
ACCT,4040,1,Individual Taxation,0.61,0.2,0.18,0.0,0.02,0.0,0.0,0.0,sarah martin,,ACCT-4040,2017
ACCT,4040,2,Individual Taxation,0.61,0.18,0.14,0.05,0.02,0.0,0.0,0.0,sarah martin,,ACCT-4040,2017
ACCT,4100,1,Reporting and Mgmt Control Sys,0.23,0.67,0.1,0.0,0.0,0.0,0.0,0.0,robin radtke,,ACCT-4100,2017
ACCT,4100,2,Reporting and Mgmt Control Sys,0.15,0.49,0.31,0.03,0.03,0.0,0.0,0.0,robin radtke,,ACCT-4100,2017
ACCT,4150,1,Auditing,0.24,0.43,0.29,0.01,0.01,0.0,0.0,0.01,carl hollingsworth,,ACCT-4150,2017
ACCT,8520,1,Fin Acct Theory/Res,0.55,0.45,0.0,0.0,0.0,0.0,0.0,0.0,ralph welton,,ACCT-8520,2017
ACCT,8520,2,Fin Acct Theory/Res,0.47,0.45,0.08,0.0,0.0,0.0,0.0,0.0,ralph welton,,ACCT-8520,2017
ACCT,8540,1,Prof Responsibility,0.42,0.58,0.0,0.0,0.0,0.0,0.0,0.0,suzanne pearse,,ACCT-8540,2017
ACCT,8540,2,Prof Responsibility,0.43,0.54,0.03,0.0,0.0,0.0,0.0,0.0,suzanne pearse,,ACCT-8540,2017
ACCT,8540,3,Prof Responsibility,0.54,0.46,0.0,0.0,0.0,0.0,0.0,0.0,suzanne pearse,,ACCT-8540,2017
ACCT,8620,1,Financial Auditing,0.56,0.44,0.0,0.0,0.0,0.0,0.0,0.0,carl hollingsworth,,ACCT-8620,2017
ACCT,8620,2,Financial Auditing,0.37,0.63,0.0,0.0,0.0,0.0,0.0,0.0,carl hollingsworth,,ACCT-8620,2017
ACCT,8710,1,Corporate Taxation,0.33,0.62,0.05,0.0,0.0,0.0,0.0,0.0,derek dalton,,ACCT-8710,2017
ACCT,8710,2,Corporate Taxation,0.2,0.68,0.13,0.0,0.0,0.0,0.0,0.0,derek dalton,,ACCT-8710,2017
ACCT,8710,3,Corporate Taxation,0.24,0.59,0.18,0.0,0.0,0.0,0.0,0.0,derek dalton,,ACCT-8710,2017
ACCT,8730,1,Intl/Spec Tax Topic,0.76,0.24,0.0,0.0,0.0,0.0,0.0,0.0,kath kisska-schulze,,ACCT-8730,2017
ACCT,8740,1,Tax Aspects of Finan Planning,0.31,0.63,0.06,0.0,0.0,0.0,0.0,0.0,judson jahn,,ACCT-8740,2017
AGED,1000,1,Orientation & Field Experience,0.67,0.26,0.0,0.04,0.0,0.0,0.0,0.04,philip fravel,,AGED-1000,2017
AGED,2030,1,Teaching Agriscience,0.5,0.36,0.14,0.0,0.0,0.0,0.0,0.0,catheri dibenedetto,,AGED-2030,2017
AGED,4150,1,Leadership of Vol,0.83,0.08,0.04,0.0,0.0,0.0,0.0,0.04,kevin layfield,,AGED-4150,2017
AGED,4160,1,Ethics and Issues,0.95,0.05,0.0,0.0,0.0,0.0,0.0,0.0, kirby player,,AGED-4160,2017
AGM,2050,1,Prin of Fabrication,0.27,0.38,0.25,0.05,0.04,0.0,0.0,0.02,hunter massey,,AGM-2050,2017
AGM,2060,1,Machinery Mgt,0.28,0.43,0.18,0.05,0.05,0.0,0.0,0.03,hunter massey,,AGM-2060,2017
AGM,2200,1,Calc for Mechanized Agricult,0.36,0.51,0.08,0.03,0.0,0.0,0.0,0.02,young han,,AGM-2200,2017
AGM,2210,1,Land Measurements,0.33,0.26,0.3,0.06,0.04,0.0,0.0,0.02,charles privette,,AGM-2210,2017
AGM,4020,1,Irrigation System Design,0.38,0.4,0.2,0.03,0.0,0.0,0.0,0.0,charles privette,,AGM-4020,2017
AGM,4100,1,Precision Ag Tech,0.61,0.2,0.13,0.04,0.02,0.0,0.0,0.0,hunter massey,,AGM-4100,2017
AGM,4520,1,Mobile Power,0.56,0.37,0.07,0.0,0.0,0.0,0.0,0.0,ali bulent koc,,AGM-4520,2017
AGM,4720,1,Capstone,0.5,0.35,0.15,0.0,0.0,0.0,0.0,0.0,john chastain,,AGM-4720,2017
AGM,4730,2,Selected Topics,0.7,0.2,0.1,0.0,0.0,0.0,0.0,0.0,young han,,AGM-4730,2017
AGRB,2020,1,Agricultural Economics,0.16,0.34,0.23,0.1,0.13,0.0,0.0,0.03,george apperson,,AGRB-2020,2017
AGRB,2020,2,Agricultural Economics,0.34,0.32,0.32,0.0,0.0,0.0,0.0,0.03,george apperson,,AGRB-2020,2017
AGRB,2050,1,Agriculture and Society,0.28,0.33,0.2,0.13,0.06,0.0,0.0,0.0,george apperson,,AGRB-2050,2017
AGRB,3190,1,Agribusiness Management,0.4,0.26,0.19,0.14,0.0,0.0,0.0,0.01,michael vassalos,,AGRB-3190,2017
AGRB,3570,1,Natural Resources Economics,0.21,0.31,0.29,0.1,0.04,0.0,0.0,0.04,david brian willis,,AGRB-3570,2017
AGRB,4020,1,Production Economics,0.59,0.3,0.07,0.0,0.0,0.0,0.0,0.04,michael vassalos,,AGRB-4020,2017
AGRB,4080,1,Quant Agribusiness Analysis II,0.24,0.48,0.24,0.03,0.0,0.0,0.0,0.0,lisha zhang,,AGRB-4080,2017
AGRB,4520,1,Agricultural Policy,0.17,0.48,0.25,0.06,0.0,0.0,0.0,0.04,michael vassalos,,AGRB-4520,2017
AGRB,4560,1,Prices,0.41,0.31,0.28,0.0,0.0,0.0,0.0,0.0,yuliya val bolotova,,AGRB-4560,2017
AGRB,4570,1,"Natural Res Use, Tech & Policy",0.25,0.42,0.17,0.0,0.0,0.0,0.0,0.17,david brian willis,,AGRB-4570,2017
AL,3490,400,Principles of Coaching,0.81,0.08,0.04,0.04,0.0,0.0,0.0,0.04,deborah cadorette,,AL-3490,2017
AL,3490,401,Principles of Coaching,0.76,0.2,0.0,0.0,0.0,0.0,0.0,0.04,deborah cadorette,,AL-3490,2017
AL,3490,402,Principles of Coaching,0.71,0.17,0.08,0.0,0.04,0.0,0.0,0.0,julia wright,,AL-3490,2017
AL,3490,403,Principles of Coaching,0.6,0.2,0.08,0.08,0.04,0.0,0.0,0.0,clyde keith connor,,AL-3490,2017
AL,3490,404,Principles of Coaching,0.89,0.0,0.0,0.07,0.04,0.0,0.0,0.0,edmond fry,,AL-3490,2017
AL,3490,405,Principles of Coaching,0.78,0.11,0.07,0.0,0.04,0.0,0.0,0.0,deborah cadorette,,AL-3490,2017
AL,3500,400,Sci Basis I/Ex Phy,0.19,0.07,0.52,0.19,0.0,0.0,0.0,0.04,michael godfrey,,AL-3500,2017
AL,3500,401,Sci Basis I/Ex Phy,0.17,0.3,0.39,0.04,0.0,0.0,0.0,0.09,michael godfrey,,AL-3500,2017
AL,3530,400,Athletic Injuries,0.26,0.26,0.37,0.07,0.04,0.0,0.0,0.0,isaac sean colbert,,AL-3530,2017
AL,3530,401,Athletic Injuries,0.32,0.4,0.12,0.12,0.0,0.0,0.0,0.04,isaac sean colbert,,AL-3530,2017
AL,3600,400,Hgh Sch Athl Ethical/Legal Iss,0.57,0.19,0.14,0.1,0.0,0.0,0.0,0.0,clyde keith connor,,AL-3600,2017
AL,3610,400,Admin/Org of Athletic Programs,0.64,0.24,0.08,0.0,0.04,0.0,0.0,0.0,henry oates,,AL-3610,2017
AL,3610,401,Admin/Org of Athletic Programs,0.83,0.17,0.0,0.0,0.0,0.0,0.0,0.0,henry oates,,AL-3610,2017
AL,3610,402,Admin/Org of Athletic Programs,0.83,0.08,0.08,0.0,0.0,0.0,0.0,0.0,henry oates,,AL-3610,2017
AL,3620,400,Psychology of Coaching,0.32,0.4,0.16,0.08,0.0,0.0,0.0,0.04,natalie anne carter,,AL-3620,2017
AL,3620,401,Psychology of Coaching,0.46,0.25,0.21,0.0,0.08,0.0,0.0,0.0,natalie anne carter,,AL-3620,2017
AL,3620,402,Psychology of Coaching,0.48,0.22,0.13,0.13,0.04,0.0,0.0,0.0,natalie anne carter,,AL-3620,2017
AL,3720,400,Coaching Basketball,0.72,0.12,0.08,0.0,0.08,0.0,0.0,0.0,edmond fry,,AL-3720,2017
AL,3740,400,Coaching Football,0.76,0.08,0.04,0.0,0.04,0.0,0.0,0.08,edmond fry,,AL-3740,2017
AL,3750,400,Coaching Soccer,0.89,0.0,0.0,0.0,0.05,0.0,0.0,0.05,deborah cadorette,,AL-3750,2017
AL,3760,400,Coaching Strength/Conditioning,0.58,0.27,0.08,0.04,0.0,0.0,0.0,0.04,edmond fry,,AL-3760,2017
AL,4380,400,Coaching Women,0.79,0.18,0.04,0.0,0.0,0.0,0.0,0.0,misty soles,,AL-4380,2017
AL,4380,402,Officiating in Athletic Leader,0.64,0.16,0.16,0.0,0.04,0.0,0.0,0.0,clyde keith connor,,AL-4380,2017
AL,4380,403,Coaching Inner Athlete,0.74,0.11,0.07,0.0,0.04,0.0,0.0,0.04,deborah cadorette,,AL-4380,2017
AL,4380,404,CPR/AED for Athletic Coaches,0.83,0.08,0.0,0.0,0.08,0.0,0.0,0.0,julia wright,,AL-4380,2017
AL,4380,405,CPR/AED for Athletic Coaches,0.82,0.18,0.0,0.0,0.0,0.0,0.0,0.0,julia wright,,AL-4380,2017
AL,8530,400,Legal Iss in Intercoll Athlet,0.75,0.21,0.04,0.0,0.0,0.0,0.0,0.0,misty soles,,AL-8530,2017
AL,8530,401,Legal Iss in Intercoll Athlet,0.78,0.0,0.0,0.0,0.22,0.0,0.0,0.0,misty soles,,AL-8530,2017
AL,8630,400,Socio Dynam in Intercol Athlet,0.69,0.19,0.0,0.0,0.13,0.0,0.0,0.0,michael godfrey,,AL-8630,2017
AL,8640,400,Ethical Iss in Collegiate Athl,0.64,0.32,0.0,0.0,0.0,0.0,0.0,0.04,michael godfrey,,AL-8640,2017
AL,8640,401,Ethical Iss in Collegiate Athl,0.6,0.25,0.0,0.0,0.15,0.0,0.0,0.0,michael godfrey,,AL-8640,2017
AL,8700,400,Intercoll Athletics Finance,0.81,0.14,0.0,0.0,0.05,0.0,0.0,0.0,misty soles,,AL-8700,2017
ANTH,2010,1,Introduction to Anthropology,0.66,0.21,0.07,0.02,0.02,0.0,0.0,0.01,melissa vogel,,ANTH-2010,2017
ANTH,2010,2,Introduction to Anthropology,0.67,0.25,0.06,0.0,0.02,0.0,0.0,0.0,yi wu,,ANTH-2010,2017
ANTH,2010,3,Introduction to Anthropology,0.36,0.38,0.1,0.02,0.02,0.0,0.0,0.12,lisa rapaport,,ANTH-2010,2017
ANTH,2050,1,Professional Development,0.71,0.29,0.0,0.0,0.0,0.0,0.0,0.0,katherine weisensee,,ANTH-2050,2017
ANTH,3200,1,North American Indian Cultures,0.21,0.36,0.14,0.14,0.0,0.0,0.0,0.14,john coggeshall,,ANTH-3200,2017
ANTH,3310,1,Archaeology,0.37,0.33,0.26,0.04,0.0,0.0,0.0,0.0,melissa vogel,,ANTH-3310,2017
ANTH,3510,1,Biological Anthropology,0.4,0.4,0.1,0.05,0.0,0.0,0.0,0.05,katherine weisensee,,ANTH-3510,2017
ANTH,4040,1,Anthropological Theories,0.28,0.44,0.17,0.06,0.0,0.0,0.0,0.06,john coggeshall,,ANTH-4040,2017
ANTH,4990,1,Special Topics,0.5,0.42,0.08,0.0,0.0,0.0,0.0,0.0,yi wu,,ANTH-4990,2017
ARCH,1510,1,Arch Communication,0.53,0.4,0.07,0.0,0.0,0.0,0.0,0.0,sal hambright-belue,,ARCH-1510,2017
ARCH,1510,2,Arch Communication,0.38,0.5,0.06,0.0,0.06,0.0,0.0,0.0,robert silance,,ARCH-1510,2017
ARCH,1510,3,Arch Communication,0.4,0.4,0.13,0.0,0.0,0.0,0.0,0.07,clarissa mendez,,ARCH-1510,2017
ARCH,1510,4,Arch Communication,0.2,0.6,0.07,0.07,0.0,0.0,0.0,0.07,berrin terim,,ARCH-1510,2017
ARCH,1510,5,Arch Communication,0.25,0.69,0.06,0.0,0.0,0.0,0.0,0.0,david lee,,ARCH-1510,2017
ARCH,1510,6,Arch Communication,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,maryam hamidpour,,ARCH-1510,2017
ARCH,2520,1,Arch Foundations II,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,joseph choma,,ARCH-2520,2017
ARCH,2520,2,Arch Foundations II,0.69,0.31,0.0,0.0,0.0,0.0,0.0,0.0,james barker,,ARCH-2520,2017
ARCH,2520,3,Arch Foundations II,0.33,0.42,0.17,0.08,0.0,0.0,0.0,0.0,david lee,,ARCH-2520,2017
ARCH,2520,4,Arch Foundations II,0.38,0.46,0.08,0.08,0.0,0.0,0.0,0.0,clarissa mendez,,ARCH-2520,2017
ARCH,2520,5,Arch Foundations II,0.27,0.73,0.0,0.0,0.0,0.0,0.0,0.0,criss mills,,ARCH-2520,2017
ARCH,2700,2,Structures I,0.83,0.17,0.0,0.0,0.0,0.0,0.0,0.0,michael carl kleiss,,ARCH-2700,2017
ARCH,2710,1,Structures II,0.66,0.21,0.07,0.03,0.03,0.0,0.0,0.0,mahmoodreza soltani,,ARCH-2710,2017
ARCH,3530,1,Studio Genoa,0.21,0.79,0.0,0.0,0.0,0.0,0.0,0.0,joseph schott,,ARCH-3530,2017
ARCH,4120,1,History Research,0.86,0.14,0.0,0.0,0.0,0.0,0.0,0.0,joseph schott,,ARCH-4120,2017
ARCH,4120,2,History Research,0.56,0.44,0.0,0.0,0.0,0.0,0.0,0.0,miguel roldan,,ARCH-4120,2017
ARCH,4140,2,Design Seminar,0.44,0.56,0.0,0.0,0.0,0.0,0.0,0.0,miguel roldan,,ARCH-4140,2017
ARCH,4160,1,Field Studies,0.21,0.79,0.0,0.0,0.0,0.0,0.0,0.0,joseph schott,,ARCH-4160,2017
ARCH,4160,2,Field Studies,0.56,0.44,0.0,0.0,0.0,0.0,0.0,0.0,miguel roldan,,ARCH-4160,2017
ARCH,4520,1,Synthesis Studio,0.3,0.4,0.3,0.0,0.0,0.0,0.0,0.0,timothy burl brown,,ARCH-4520,2017
ARCH,4520,2,Synthesis Studio,0.44,0.22,0.22,0.0,0.0,0.0,0.0,0.11,julie poe wilkerson,,ARCH-4520,2017
ARCH,4520,3,Synthesis Studio,0.11,0.56,0.33,0.0,0.0,0.0,0.0,0.0,berrin terim,,ARCH-4520,2017
ARCH,4520,4,Synthesis Studio,0.2,0.7,0.1,0.0,0.0,0.0,0.0,0.0,george schafer,,ARCH-4520,2017
ARCH,4710,1,Arch Hist of Place,0.22,0.78,0.0,0.0,0.0,0.0,0.0,0.0,james thomas,,ARCH-4710,2017
ARCH,4890,1,Internship,0.45,0.45,0.09,0.0,0.0,0.0,0.0,0.0,ashley jennings,,ARCH-4890,2017
ARCH,6160,2,Field Studies,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,miguel roldan,,ARCH-6160,2017
ARCH,6880,1,Arch Programming,0.78,0.22,0.0,0.0,0.0,0.0,0.0,0.0,byron malet edwards,,ARCH-6880,2017
ARCH,8110,1,Visualization II,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,douglas hecker,,ARCH-8110,2017
ARCH,8320,1,Community 1:1,0.89,0.11,0.0,0.0,0.0,0.0,0.0,0.0,daniel nevi harding,,ARCH-8320,2017
ARCH,8420,1,Arch Studio II,0.71,0.29,0.0,0.0,0.0,0.0,0.0,0.0,peter laurence,,ARCH-8420,2017
ARCH,8420,2,Arch Studio II,0.63,0.38,0.0,0.0,0.0,0.0,0.0,0.0,andreea mihalache,,ARCH-8420,2017
ARCH,8520,6,Design Studio IV,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,miguel roldan,,ARCH-8520,2017
ARCH,8520,8,Design Studio IV,0.57,0.43,0.0,0.0,0.0,0.0,0.0,0.0,henrique houayek,,ARCH-8520,2017
ARCH,8520,9,Design Studio IV,0.6,0.2,0.2,0.0,0.0,0.0,0.0,0.0,robert bruhns,,ARCH-8520,2017
