Course,Number,Section,Title,A,B,C,D,F,P,F(P),W,Instructor,Honors,CourseId,Year
AAH,1010,1,Survey of Art & Arch History I,0.4,0.45,0.1,0.0,0.01,0.0,0.0,0.05,beth ann lauritis,,AAH-1010,2017
AAH,1010,2,Surv of Art & Arch I (HON),0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,beth ann lauritis,True,AAH-1010,2017
AAH,2050,1,Art History and Theory I,0.79,0.15,0.0,0.0,0.06,0.0,0.0,0.0,beth ann lauritis,,AAH-2050,2017
AAH,3050,1,Contemporary Art History,0.84,0.16,0.0,0.0,0.0,0.0,0.0,0.0,andrea feeser,,AAH-3050,2017
ACCT,2010,1,Financial Accounting Concepts,0.18,0.35,0.2,0.12,0.08,0.0,0.0,0.06,emily suza mccorkle,,ACCT-2010,2017
ACCT,2010,2,Financial Accounting Concepts,0.21,0.44,0.25,0.04,0.04,0.0,0.0,0.02,emily suza mccorkle,,ACCT-2010,2017
ACCT,2010,3,Financial Accounting Concepts,0.3,0.43,0.11,0.04,0.04,0.0,0.0,0.09,lydia lan schleifer,,ACCT-2010,2017
ACCT,2010,4,Financial Accounting Concepts,0.28,0.33,0.22,0.09,0.0,0.0,0.0,0.09,emily suza mccorkle,,ACCT-2010,2017
ACCT,2010,5,Financial Accounting Concepts,0.34,0.24,0.28,0.08,0.04,0.0,0.0,0.02,annieka philo,,ACCT-2010,2017
ACCT,2010,6,Financial Accounting Concepts,0.33,0.31,0.13,0.1,0.04,0.0,0.0,0.08,lydia lan schleifer,,ACCT-2010,2017
ACCT,2010,7,Financial Accounting Concepts,0.24,0.37,0.2,0.1,0.08,0.0,0.0,0.0,annieka philo,,ACCT-2010,2017
ACCT,2010,8,Financial Accounting Concepts,0.24,0.39,0.12,0.06,0.1,0.0,0.0,0.08,lydia lan schleifer,,ACCT-2010,2017
ACCT,2010,9,Financial Accounting Concepts,0.21,0.56,0.13,0.02,0.08,0.0,0.0,0.0,annieka philo,,ACCT-2010,2017
ACCT,2010,10,Financial Accounting Concepts,0.36,0.3,0.22,0.02,0.04,0.0,0.0,0.06,annieka philo,,ACCT-2010,2017
ACCT,2010,11,Financial Accounting Concepts,0.29,0.43,0.16,0.08,0.02,0.0,0.0,0.02,rebecca pennel trax,,ACCT-2010,2017
ACCT,2010,12,Financial Accounting Concepts,0.3,0.26,0.23,0.09,0.06,0.0,0.0,0.06,rebecca pennel trax,,ACCT-2010,2017
ACCT,2010,13,Financial Accounting Concepts,0.22,0.35,0.17,0.13,0.09,0.0,0.0,0.04,charles tegen,,ACCT-2010,2017
ACCT,2010,14,Financial Accounting Concepts,0.27,0.41,0.18,0.04,0.08,0.0,0.0,0.02,lisa whe birtwistle,,ACCT-2010,2017
ACCT,2010,100,Fin Accounting Concepts (HON),0.74,0.11,0.11,0.0,0.05,0.0,0.0,0.0,lisa whe birtwistle,True,ACCT-2010,2017
ACCT,2010,400,Financial Accounting Concepts,0.29,0.34,0.19,0.1,0.05,0.0,0.0,0.02,emily suza mccorkle,,ACCT-2010,2017
ACCT,2020,1,Managerial Accounting Concepts,0.36,0.22,0.22,0.02,0.0,0.0,0.0,0.18,henry anderson,,ACCT-2020,2017
ACCT,2020,2,Managerial Accounting Concepts,0.36,0.3,0.1,0.0,0.06,0.0,0.0,0.18,henry anderson,,ACCT-2020,2017
ACCT,2020,3,Managerial Accounting Concepts,0.28,0.28,0.13,0.02,0.06,0.0,0.0,0.23,henry anderson,,ACCT-2020,2017
ACCT,2020,4,Managerial Accounting Concepts,0.29,0.31,0.18,0.07,0.04,0.0,0.0,0.11,phebia davis-culler,,ACCT-2020,2017
ACCT,2020,5,Managerial Accounting Concepts,0.28,0.15,0.2,0.22,0.11,0.0,0.0,0.04,phebia davis-culler,,ACCT-2020,2017
ACCT,2020,6,Managerial Accounting Concepts,0.21,0.09,0.38,0.09,0.15,0.0,0.0,0.09,phebia davis-culler,,ACCT-2020,2017
ACCT,2020,7,Managerial Accounting Concepts,0.09,0.27,0.24,0.11,0.07,0.0,0.0,0.22,brian todd carver,,ACCT-2020,2017
ACCT,2020,8,Managerial Accounting Concepts,0.16,0.19,0.23,0.07,0.14,0.0,0.0,0.21,brian todd carver,,ACCT-2020,2017
ACCT,2020,400,Managerial Accounting Concepts,0.35,0.24,0.15,0.03,0.04,0.0,0.0,0.19,henry anderson,,ACCT-2020,2017
ACCT,3030,1,Cost Accounting,0.32,0.41,0.18,0.0,0.02,0.0,0.0,0.07,robin radtke,,ACCT-3030,2017
ACCT,3030,2,Cost Accounting,0.32,0.32,0.26,0.03,0.08,0.0,0.0,0.0,robin radtke,,ACCT-3030,2017
ACCT,3030,3,Cost Accounting,0.23,0.34,0.27,0.09,0.0,0.0,0.0,0.07,jace garrett,,ACCT-3030,2017
ACCT,3030,4,Cost Accounting,0.2,0.33,0.16,0.13,0.11,0.0,0.0,0.07,jace garrett,,ACCT-3030,2017
ACCT,3110,1,Intermediate Financial Acct I,0.33,0.42,0.18,0.02,0.04,0.0,0.0,0.0,amy meliss donnelly,,ACCT-3110,2017
ACCT,3110,2,Intermediate Financial Acct I,0.32,0.28,0.28,0.1,0.02,0.0,0.0,0.0,amy meliss donnelly,,ACCT-3110,2017
ACCT,3110,3,Intermediate Financial Acct I,0.53,0.24,0.18,0.04,0.0,0.0,0.0,0.0,erin michel hawkins,,ACCT-3110,2017
ACCT,3110,4,Intermediate Financial Acct I,0.28,0.33,0.33,0.04,0.02,0.0,0.0,0.0,erin michel hawkins,,ACCT-3110,2017
ACCT,3110,400,Intermediate Financial Acct I,0.32,0.32,0.13,0.04,0.08,0.0,0.0,0.11,henry anderson,,ACCT-3110,2017
ACCT,3120,1,Intermediate Financial Acct II,0.14,0.5,0.14,0.07,0.0,0.0,0.0,0.14,terry daniel knause,,ACCT-3120,2017
ACCT,3120,2,Intermediate Financial Acct II,0.14,0.32,0.41,0.05,0.09,0.0,0.0,0.0,jeremy micha vinson,,ACCT-3120,2017
ACCT,3120,3,Intermediate Financial Acct II,0.63,0.16,0.16,0.05,0.0,0.0,0.0,0.0,terry daniel knause,,ACCT-3120,2017
ACCT,3120,4,Intermediate Financial Acct II,0.18,0.43,0.3,0.08,0.0,0.0,0.0,0.03,jeremy micha vinson,,ACCT-3120,2017
ACCT,3120,5,Intermediate Financial Acct II,0.45,0.33,0.2,0.03,0.0,0.0,0.0,0.0,terry daniel knause,,ACCT-3120,2017
ACCT,3120,6,Intermediate Financial Acct II,0.43,0.43,0.1,0.05,0.0,0.0,0.0,0.0,terry daniel knause,,ACCT-3120,2017
ACCT,3130,1,Intermediate Fin Acct III,0.22,0.22,0.28,0.08,0.11,0.0,0.0,0.08, russell madray,,ACCT-3130,2017
ACCT,3130,2,Intermediate Fin Acct III,0.25,0.39,0.2,0.09,0.02,0.0,0.0,0.05, russell madray,,ACCT-3130,2017
ACCT,3130,3,Intermediate Fin Acct III,0.37,0.29,0.2,0.1,0.0,0.0,0.0,0.05, russell madray,,ACCT-3130,2017
ACCT,3130,4,Intermediate Fin Acct III,0.33,0.33,0.21,0.05,0.05,0.0,0.0,0.02, russell madray,,ACCT-3130,2017
ACCT,3220,1,Accounting Information Systems,0.11,0.42,0.26,0.0,0.05,0.0,0.0,0.16,philip maiberger,,ACCT-3220,2017
ACCT,3220,2,Accounting Information Systems,0.06,0.19,0.25,0.31,0.0,0.0,0.0,0.19,philip maiberger,,ACCT-3220,2017
ACCT,3220,3,Accounting Information Systems,0.12,0.42,0.28,0.12,0.02,0.0,0.0,0.05,nancy lee harp,,ACCT-3220,2017
ACCT,3220,4,Accounting Information Systems,0.17,0.36,0.24,0.07,0.1,0.0,0.0,0.07,nancy lee harp,,ACCT-3220,2017
ACCT,4040,1,Individual Taxation,0.33,0.33,0.18,0.08,0.03,0.0,0.0,0.05,derek dalton,,ACCT-4040,2017
ACCT,4040,2,Individual Taxation,0.8,0.11,0.06,0.03,0.0,0.0,0.0,0.0,sarah martin,,ACCT-4040,2017
ACCT,4040,3,Individual Taxation,0.72,0.21,0.08,0.0,0.0,0.0,0.0,0.0,sarah martin,,ACCT-4040,2017
ACCT,4080,1,Retire & Estate Plan,0.32,0.42,0.16,0.05,0.0,0.0,0.0,0.05,john hine,,ACCT-4080,2017
ACCT,4100,1,Reporting and Mgmt Control Sys,0.16,0.55,0.13,0.13,0.0,0.0,0.0,0.03,sally kathr widener,,ACCT-4100,2017
ACCT,4100,2,Reporting and Mgmt Control Sys,0.38,0.41,0.21,0.0,0.0,0.0,0.0,0.0,sally kathr widener,,ACCT-4100,2017
ACCT,4150,1,Auditing,0.34,0.39,0.21,0.05,0.0,0.0,0.0,0.0,carl hollingsworth,,ACCT-4150,2017
ACCT,4150,2,Auditing,0.19,0.38,0.29,0.1,0.05,0.0,0.0,0.0,carl hollingsworth,,ACCT-4150,2017
ACCT,8510,1,Tax Research,0.69,0.31,0.0,0.0,0.0,0.0,0.0,0.0,thomas dickens,,ACCT-8510,2017
ACCT,8510,2,Tax Research,0.26,0.74,0.0,0.0,0.0,0.0,0.0,0.0,thomas dickens,,ACCT-8510,2017
ACCT,8510,3,Tax Research,0.61,0.37,0.0,0.0,0.0,0.0,0.0,0.02,thomas dickens,,ACCT-8510,2017
ACCT,8530,1,Adv Acct Problems,0.68,0.26,0.05,0.0,0.0,0.0,0.0,0.0,suzanne pearse,,ACCT-8530,2017
ACCT,8530,2,Adv Acct Problems,0.61,0.34,0.02,0.0,0.0,0.0,0.0,0.02,ralph welton,,ACCT-8530,2017
ACCT,8530,3,Adv Acct Problems,0.48,0.39,0.06,0.0,0.03,0.0,0.0,0.03,ralph welton,,ACCT-8530,2017
ACCT,8550,1,Gov't and Nonprofit Accounting,0.89,0.11,0.0,0.0,0.0,0.0,0.0,0.0,james barnes,,ACCT-8550,2017
ACCT,8550,2,Gov't and Nonprofit Accounting,0.93,0.05,0.0,0.0,0.0,0.0,0.0,0.02,james barnes,,ACCT-8550,2017
ACCT,8630,1,Forensics Analysis,0.53,0.39,0.08,0.0,0.0,0.0,0.0,0.0,philip maiberger,,ACCT-8630,2017
