Course,Number,Section,Title,A,B,C,D,F,P,F(P),W,Instructor,Honors,CourseId,Year
AAH,1010,1.0,Survey of Art & Arch History I,0.35,0.46,0.15,0.01,0.02,0.0,0.0,0.01,beth ann lauritis,,AAH-1010,2019
AAH,2050,1.0,Art History and Theory I,0.75,0.2,0.0,0.0,0.0,0.0,0.0,0.05,beth ann lauritis,,AAH-2050,2019
AAH,3050,1.0,Contemporary Art History,0.81,0.14,0.0,0.05,0.0,0.0,0.0,0.0,anatole upart,,AAH-3050,2019
ACCT,2010,1.0,Financial Accounting Concepts,0.43,0.29,0.1,0.04,0.04,0.0,0.0,0.1,lydia lancaster folger schleifer,,ACCT-2010,2019
ACCT,2010,2.0,Financial Accounting Concepts,0.42,0.32,0.16,0.02,0.04,0.0,0.0,0.04,lydia lancaster folger schleifer,,ACCT-2010,2019
ACCT,2010,3.0,Financial Accounting Concepts,0.33,0.27,0.22,0.04,0.02,0.0,0.0,0.11,julie grant,,ACCT-2010,2019
ACCT,2010,4.0,Financial Accounting Concepts,0.38,0.24,0.2,0.07,0.02,0.0,0.0,0.09,julie grant,,ACCT-2010,2019
ACCT,2010,5.0,Financial Accounting Concepts,0.5,0.35,0.1,0.0,0.0,0.0,0.0,0.04,lydia lancaster folger schleifer,,ACCT-2010,2019
ACCT,2010,6.0,Financial Accounting Concepts,0.4,0.31,0.13,0.07,0.02,0.0,0.0,0.07,michael john mcguigan,,ACCT-2010,2019
ACCT,2010,7.0,Financial Accounting Concepts,0.16,0.49,0.27,0.0,0.06,0.0,0.0,0.02,carl hollingsworth,,ACCT-2010,2019
ACCT,2010,8.0,Financial Accounting Concepts,0.22,0.31,0.27,0.1,0.04,0.0,0.0,0.06,carl hollingsworth,,ACCT-2010,2019
ACCT,2010,9.0,Financial Accounting Concepts,0.11,0.39,0.3,0.07,0.07,0.0,0.0,0.07,michael john mcguigan,,ACCT-2010,2019
ACCT,2010,10.0,Financial Accounting Concepts,0.37,0.33,0.14,0.06,0.04,0.0,0.0,0.06,charles tegen,,ACCT-2010,2019
ACCT,2010,11.0,Financial Accounting Concepts,0.33,0.28,0.14,0.03,0.08,0.0,0.0,0.14,lisa wheatley birtwistle,,ACCT-2010,2019
ACCT,2010,12.0,Financial Accounting Concepts,0.12,0.35,0.19,0.07,0.12,0.0,0.0,0.16,lisa wheatley birtwistle,,ACCT-2010,2019
ACCT,2010,13.0,Financial Accounting Concepts,0.24,0.24,0.37,0.1,0.0,0.0,0.0,0.05,lisa wheatley birtwistle,,ACCT-2010,2019
ACCT,2010,14.0,Financial Accounting Concepts,0.38,0.45,0.1,0.03,0.0,0.0,0.0,0.03,annieka philo,,ACCT-2010,2019
ACCT,2010,100.0,Fin Accounting Concepts (HON),0.63,0.26,0.11,0.0,0.0,0.0,0.0,0.0,mary ann  prater,True,ACCT-2010,2019
ACCT,2010,111.0,Fin Accounting Concepts (HON),0.86,0.14,0.0,0.0,0.0,0.0,0.0,0.0,lisa wheatley birtwistle,True,ACCT-2010,2019
ACCT,2010,400.0,Financial Accounting Concepts,0.14,0.22,0.21,0.1,0.07,0.0,0.0,0.26,jeffrey mcmillan,,ACCT-2010,2019
ACCT,2010,401.0,Financial Accounting Concepts,0.33,0.43,0.16,0.04,0.02,0.0,0.0,0.02,emily suzanne mccorkle,,ACCT-2010,2019
ACCT,2020,1.0,Managerial Accounting Concepts,0.31,0.23,0.15,0.03,0.0,0.0,0.0,0.28,henry anderson,,ACCT-2020,2019
ACCT,2020,2.0,Managerial Accounting Concepts,0.27,0.33,0.15,0.06,0.12,0.0,0.0,0.06,henry anderson,,ACCT-2020,2019
ACCT,2020,3.0,Managerial Accounting Concepts,0.18,0.46,0.23,0.0,0.03,0.0,0.0,0.1,henry anderson,,ACCT-2020,2019
ACCT,2020,4.0,Managerial Accounting Concepts,0.26,0.33,0.23,0.0,0.1,0.0,0.0,0.08,henry anderson,,ACCT-2020,2019
ACCT,2020,5.0,Managerial Accounting Concepts,0.21,0.3,0.21,0.09,0.06,0.0,0.0,0.13,brian todd carver,,ACCT-2020,2019
ACCT,2020,6.0,Managerial Accounting Concepts,0.17,0.15,0.37,0.09,0.04,0.0,0.0,0.17,brian todd carver,,ACCT-2020,2019
ACCT,2020,400.0,Managerial Accounting Concepts,0.3,0.29,0.16,0.08,0.03,0.0,0.0,0.13,henry anderson,,ACCT-2020,2019
ACCT,2020,402.0,Managerial Accounting Concepts,0.25,0.23,0.3,0.12,0.04,0.0,0.0,0.05,emily suzanne mccorkle,,ACCT-2020,2019
ACCT,2900,1.0,Special Topics - Soft Skills,0.89,0.0,0.11,0.0,0.0,0.0,0.0,0.0,michael mendonca,,ACCT-2900,2019
ACCT,3030,1.0,Cost Accounting,0.38,0.36,0.21,0.0,0.03,0.0,0.0,0.03,daniel thomas way,,ACCT-3030,2019
ACCT,3030,2.0,Cost Accounting,0.25,0.39,0.31,0.03,0.0,0.0,0.0,0.03,daniel thomas way,,ACCT-3030,2019
ACCT,3030,3.0,Cost Accounting,0.32,0.43,0.14,0.03,0.05,0.0,0.0,0.03,jace garrett,,ACCT-3030,2019
ACCT,3030,4.0,Cost Accounting,0.38,0.27,0.19,0.03,0.03,0.0,0.0,0.11,jace garrett,,ACCT-3030,2019
ACCT,3030,5.0,Cost Accounting,0.55,0.26,0.16,0.0,0.03,0.0,0.0,0.0,sarah martin,,ACCT-3030,2019
