Course,Number,Section,Title,A,B,C,D,F,P,F(P),W,Instructor,Honors,CourseId,Year
AAH,1010,1,Survey of Art & Arch History I,0.5,0.35,0.11,0.0,0.01,0.0,0.0,0.04,beth ann lauritis,,AAH-1010,2015
AAH,2050,1,Art History and Theory I,0.86,0.14,0.0,0.0,0.0,0.0,0.0,0.0,beth ann lauritis,,AAH-2050,2015
AAH,3050,1,Contemporary Art History,0.89,0.06,0.0,0.06,0.0,0.0,0.0,0.0,andrea feeser,,AAH-3050,2015
ACCT,2010,1,Financial Accounting Concepts,0.11,0.23,0.26,0.11,0.13,0.0,0.0,0.17,philip maiberger,,ACCT-2010,2015
ACCT,2010,2,Financial Accounting Concepts,0.13,0.4,0.3,0.06,0.0,0.0,0.0,0.11,philip maiberger,,ACCT-2010,2015
ACCT,2010,3,Financial Accounting Concepts,0.41,0.23,0.13,0.05,0.03,0.0,0.0,0.15,lydia lan schleifer,,ACCT-2010,2015
ACCT,2010,4,Financial Accounting Concepts,0.32,0.43,0.14,0.03,0.08,0.0,0.0,0.0,annieka philo,,ACCT-2010,2015
ACCT,2010,5,Financial Accounting Concepts,0.26,0.24,0.13,0.08,0.11,0.0,0.0,0.18,lydia lan schleifer,,ACCT-2010,2015
ACCT,2010,6,Financial Accounting Concepts,0.2,0.27,0.17,0.03,0.07,0.0,0.0,0.27,the estate  guffey,,ACCT-2010,2015
ACCT,2010,7,Financial Accounting Concepts,0.33,0.43,0.1,0.12,0.0,0.0,0.0,0.02,annieka philo,,ACCT-2010,2015
ACCT,2010,8,Financial Accounting Concepts,0.1,0.36,0.36,0.03,0.1,0.0,0.0,0.05,philip maiberger,,ACCT-2010,2015
ACCT,2010,9,Financial Accounting Concepts,0.2,0.28,0.25,0.05,0.15,0.0,0.0,0.08,lydia lan schleifer,,ACCT-2010,2015
ACCT,2010,10,Financial Accounting Concepts,0.41,0.32,0.14,0.05,0.09,0.0,0.0,0.0,annieka philo,,ACCT-2010,2015
ACCT,2010,11,Financial Accounting Concepts,0.05,0.45,0.21,0.1,0.1,0.0,0.0,0.1,the estate  guffey,,ACCT-2010,2015
ACCT,2010,12,Financial Accounting Concepts,0.21,0.37,0.15,0.03,0.09,0.0,0.0,0.16,james mil kohlmeyer,,ACCT-2010,2015
ACCT,2010,13,Financial Accounting Concepts,0.13,0.53,0.16,0.0,0.08,0.0,0.0,0.11,mary ann  prater,,ACCT-2010,2015
ACCT,2010,14,Financial Accounting Concepts,0.13,0.56,0.17,0.06,0.06,0.0,0.0,0.04,james mil kohlmeyer,,ACCT-2010,2015
ACCT,2010,100,Fin Accounting Concepts (HON),0.68,0.32,0.0,0.0,0.0,0.0,0.0,0.0,the estate  guffey,True,ACCT-2010,2015
ACCT,2010,400,Financial Accounting Concepts,0.15,0.27,0.25,0.14,0.13,0.0,0.0,0.07,jeffrey mcmillan,,ACCT-2010,2015
ACCT,2020,1,Managerial Accounting Concepts,0.14,0.14,0.24,0.12,0.07,0.0,0.0,0.29,henry anderson,,ACCT-2020,2015
ACCT,2020,2,Managerial Accounting Concepts,0.23,0.34,0.21,0.02,0.09,0.0,0.0,0.11,henry anderson,,ACCT-2020,2015
ACCT,2020,3,Managerial Accounting Concepts,0.26,0.32,0.19,0.08,0.09,0.0,0.0,0.06,holly rhiannio hawk,,ACCT-2020,2015
ACCT,2020,4,Managerial Accounting Concepts,0.14,0.41,0.24,0.14,0.08,0.0,0.0,0.0,holly rhiannio hawk,,ACCT-2020,2015
ACCT,2020,5,Managerial Accounting Concepts,0.37,0.28,0.28,0.02,0.06,0.0,0.0,0.0,tonya dionne smalls,,ACCT-2020,2015
ACCT,2020,6,Managerial Accounting Concepts,0.37,0.24,0.18,0.02,0.12,0.0,0.0,0.08,tonya dionne smalls,,ACCT-2020,2015
ACCT,2020,400,Managerial Accounting Concepts,0.18,0.15,0.18,0.09,0.08,0.0,0.0,0.31,henry anderson,,ACCT-2020,2015
ACCT,3030,1,Cost Accounting,0.18,0.52,0.18,0.0,0.02,0.0,0.0,0.11,holly rhiannio hawk,,ACCT-3030,2015
ACCT,3030,2,Cost Accounting,0.33,0.42,0.07,0.0,0.09,0.0,0.0,0.09,holly rhiannio hawk,,ACCT-3030,2015
ACCT,3030,3,Cost Accounting,0.22,0.43,0.22,0.07,0.04,0.0,0.0,0.02,jace garrett,,ACCT-3030,2015
ACCT,3030,4,Cost Accounting,0.16,0.6,0.16,0.0,0.0,0.0,0.0,0.09,jace garrett,,ACCT-3030,2015
ACCT,3110,1,Intermediate Financial Acct I,0.18,0.42,0.24,0.03,0.11,0.0,0.0,0.03,terry daniel knause,,ACCT-3110,2015
ACCT,3110,2,Intermediate Financial Acct I,0.35,0.26,0.21,0.06,0.06,0.0,0.0,0.06,terry daniel knause,,ACCT-3110,2015
ACCT,3110,3,Intermediate Financial Acct I,0.23,0.38,0.15,0.1,0.1,0.0,0.0,0.03,terry daniel knause,,ACCT-3110,2015
ACCT,3110,4,Intermediate Financial Acct I,0.33,0.4,0.18,0.05,0.03,0.0,0.0,0.03,terry daniel knause,,ACCT-3110,2015
ACCT,3110,5,Intermediate Financial Acct I,0.23,0.46,0.21,0.05,0.03,0.0,0.0,0.03, russell madray,,ACCT-3110,2015
ACCT,3110,400,Intermediate Financial Acct I,0.08,0.21,0.38,0.13,0.08,0.0,0.0,0.13, russell madray,,ACCT-3110,2015
ACCT,3120,1,Intermediate Financial Acct II,0.07,0.21,0.32,0.21,0.14,0.0,0.0,0.04,brian todd carver,,ACCT-3120,2015
ACCT,3120,2,Intermediate Financial Acct II,0.08,0.28,0.38,0.13,0.08,0.0,0.0,0.05,brian todd carver,,ACCT-3120,2015
ACCT,3120,3,Intermediate Financial Acct II,0.15,0.28,0.38,0.1,0.05,0.0,0.0,0.03,jeremy micha vinson,,ACCT-3120,2015
ACCT,3120,4,Intermediate Financial Acct II,0.13,0.45,0.34,0.05,0.03,0.0,0.0,0.0,jeremy micha vinson,,ACCT-3120,2015
ACCT,3120,5,Intermediate Financial Acct II,0.13,0.38,0.38,0.05,0.05,0.0,0.0,0.0,jeremy micha vinson,,ACCT-3120,2015
ACCT,3130,1,Intermediate Fin Acct III,0.18,0.33,0.39,0.03,0.03,0.0,0.0,0.03, russell madray,,ACCT-3130,2015
ACCT,3130,2,Intermediate Fin Acct III,0.37,0.43,0.17,0.0,0.0,0.0,0.0,0.03, russell madray,,ACCT-3130,2015
ACCT,3130,3,Intermediate Fin Acct III,0.2,0.35,0.28,0.13,0.0,0.0,0.0,0.05,james irving,,ACCT-3130,2015
ACCT,3130,4,Intermediate Fin Acct III,0.26,0.36,0.28,0.08,0.03,0.0,0.0,0.0, russell madray,,ACCT-3130,2015
ACCT,3220,1,Accounting Information Systems,0.09,0.26,0.23,0.11,0.06,0.0,0.0,0.26,philip maiberger,,ACCT-3220,2015
ACCT,3220,2,Accounting Information Systems,0.27,0.32,0.3,0.11,0.0,0.0,0.0,0.0,nancy lee harp,,ACCT-3220,2015
ACCT,3220,3,Accounting Information Systems,0.11,0.35,0.3,0.11,0.05,0.0,0.0,0.08,nancy lee harp,,ACCT-3220,2015
ACCT,4040,1,Individual Taxation,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,sarah martin,,ACCT-4040,2015
ACCT,4040,2,Individual Taxation,0.75,0.2,0.05,0.0,0.0,0.0,0.0,0.0,sarah martin,,ACCT-4040,2015
ACCT,4080,1,Retire & Estate Plan,0.44,0.28,0.28,0.0,0.0,0.0,0.0,0.0,john hine,,ACCT-4080,2015
