Course,Number,Section,Title,A,B,C,D,F,P,F(P),W,Instructor,Honors,CourseId,Year
AAH,1020,1,Survey of Art & Arch Hist II,0.4,0.49,0.09,0.0,0.0,0.0,0.0,0.01,beth ann lauritis,,AAH-1020,2015
AAH,2060,1,Art History and Theory II,0.48,0.29,0.24,0.0,0.0,0.0,0.0,0.0,andrea feeser,,AAH-2060,2015
AAH,2100,1,Intro to Art and Architecture,0.39,0.32,0.14,0.04,0.07,0.0,0.0,0.04,lydia jane dorsey,,AAH-2100,2015
AAH,2100,2,Intro to Art and Architecture,0.29,0.36,0.29,0.0,0.04,0.0,0.0,0.04,lydia jane dorsey,,AAH-2100,2015
AAH,2100,3,Intro to Art and Architecture,0.21,0.54,0.11,0.07,0.0,0.0,0.0,0.07,lydia jane dorsey,,AAH-2100,2015
AAH,2100,4,Intro to Art and Architecture,0.22,0.22,0.26,0.11,0.0,0.0,0.0,0.19,lydia jane dorsey,,AAH-2100,2015
ACCT,2010,1,Financial Accounting Concepts,0.19,0.3,0.21,0.12,0.09,0.0,0.0,0.09,suzanne pearse,,ACCT-2010,2015
ACCT,2010,2,Financial Accounting Concepts,0.32,0.17,0.13,0.09,0.09,0.0,0.0,0.21,lydia lan schleifer,,ACCT-2010,2015
ACCT,2010,3,Financial Accounting Concepts,0.18,0.32,0.25,0.02,0.09,0.0,0.0,0.14,suzanne pearse,,ACCT-2010,2015
ACCT,2010,4,Financial Accounting Concepts,0.12,0.2,0.3,0.16,0.1,0.0,0.0,0.12,philip maiberger,,ACCT-2010,2015
ACCT,2010,5,Financial Accounting Concepts,0.12,0.37,0.24,0.04,0.06,0.0,0.0,0.16,philip maiberger,,ACCT-2010,2015
ACCT,2010,6,Financial Accounting Concepts,0.29,0.38,0.1,0.05,0.05,0.0,0.0,0.14,suzanne pearse,,ACCT-2010,2015
ACCT,2010,7,Financial Accounting Concepts,0.3,0.13,0.22,0.15,0.04,0.0,0.0,0.15,lydia lan schleifer,,ACCT-2010,2015
ACCT,2010,8,Financial Accounting Concepts,0.31,0.2,0.2,0.11,0.11,0.0,0.0,0.07,lydia lan schleifer,,ACCT-2010,2015
ACCT,2010,9,Financial Accounting Concepts,0.09,0.23,0.36,0.16,0.0,0.0,0.0,0.16,the estate  guffey,,ACCT-2010,2015
ACCT,2010,10,Financial Accounting Concepts,0.17,0.27,0.23,0.03,0.1,0.0,0.0,0.2,the estate  guffey,,ACCT-2010,2015
ACCT,2010,11,Financial Accounting Concepts,0.13,0.3,0.16,0.13,0.14,0.0,0.0,0.14,jeffrey mcmillan,,ACCT-2010,2015
ACCT,2010,12,Financial Accounting Concepts,0.16,0.14,0.2,0.26,0.08,0.0,0.0,0.16,philip maiberger,,ACCT-2010,2015
ACCT,2010,13,Fin Acct Concepts (HON),0.62,0.31,0.08,0.0,0.0,0.0,0.0,0.0,the estate  guffey,True,ACCT-2010,2015
ACCT,2020,1,Managerial Accounting Concepts,0.22,0.33,0.2,0.12,0.02,0.0,0.0,0.1,annieka philo,,ACCT-2020,2015
ACCT,2020,2,Managerial Accounting Concepts,0.33,0.3,0.24,0.06,0.06,0.0,0.0,0.02,annieka philo,,ACCT-2020,2015
ACCT,2020,3,Managerial Accounting Concepts,0.35,0.24,0.28,0.04,0.04,0.0,0.0,0.06,annieka philo,,ACCT-2020,2015
ACCT,2020,4,Managerial Accounting Concepts,0.33,0.35,0.15,0.09,0.04,0.0,0.0,0.04,annieka philo,,ACCT-2020,2015
ACCT,2020,5,Managerial Accounting Concepts,0.14,0.18,0.39,0.05,0.0,0.0,0.0,0.25,henry anderson,,ACCT-2020,2015
ACCT,2020,6,Managerial Accounting Concepts,0.26,0.3,0.2,0.07,0.02,0.0,0.0,0.15,henry anderson,,ACCT-2020,2015
ACCT,2020,8,Managerial Accounting Concepts,0.14,0.11,0.2,0.17,0.09,0.0,0.0,0.29,henry anderson,,ACCT-2020,2015
ACCT,3030,1,Cost Accounting,0.28,0.35,0.23,0.05,0.02,0.0,0.0,0.06,frances kennedy,,ACCT-3030,2015
ACCT,3030,3,Cost Accounting,0.35,0.43,0.14,0.05,0.0,0.0,0.0,0.03,holly rhiannio hawk,,ACCT-3030,2015
ACCT,3030,4,Cost Accounting,0.24,0.5,0.13,0.0,0.03,0.0,0.0,0.11,holly rhiannio hawk,,ACCT-3030,2015
ACCT,3110,1,Intermed Financial Acct I,0.2,0.5,0.2,0.03,0.0,0.0,0.0,0.08,terry daniel knause,,ACCT-3110,2015
ACCT,3110,2,Intermed Financial Acct I,0.41,0.44,0.15,0.0,0.0,0.0,0.0,0.0,terry daniel knause,,ACCT-3110,2015
ACCT,3110,3,Intermed Financial Acct I,0.22,0.45,0.29,0.02,0.0,0.0,0.0,0.02,terry daniel knause,,ACCT-3110,2015
ACCT,3110,4,Intermed Financial Acct I,0.31,0.57,0.09,0.02,0.0,0.0,0.0,0.0,terry daniel knause,,ACCT-3110,2015
ACCT,3120,1,Intermed Financial Acct II,0.33,0.45,0.18,0.03,0.0,0.0,0.0,0.03, russell madray,,ACCT-3120,2015
ACCT,3120,2,Intermed Financial Acct II,0.32,0.38,0.15,0.04,0.04,0.0,0.0,0.06, russell madray,,ACCT-3120,2015
ACCT,3120,3,Intermed Financial Acct II,0.05,0.28,0.21,0.26,0.18,0.0,0.0,0.03,brian todd carver,,ACCT-3120,2015
ACCT,3120,4,Intermed Financial Acct II,0.03,0.18,0.38,0.24,0.18,0.0,0.0,0.0,brian todd carver,,ACCT-3120,2015
ACCT,3130,1,Intermed Financial Acct III,0.28,0.38,0.31,0.03,0.0,0.0,0.0,0.0, russell madray,,ACCT-3130,2015
ACCT,3130,2,Intermed Financial Acct III,0.27,0.41,0.24,0.03,0.05,0.0,0.0,0.0, russell madray,,ACCT-3130,2015
ACCT,3130,3,Intermed Financial Acct III,0.11,0.48,0.26,0.11,0.04,0.0,0.0,0.0,james irving,,ACCT-3130,2015
ACCT,3130,4,Intermed Financial Acct III,0.36,0.55,0.09,0.0,0.0,0.0,0.0,0.0,james irving,,ACCT-3130,2015
ACCT,3220,1,Accounting Information Systems,0.28,0.28,0.4,0.03,0.0,0.0,0.0,0.03,nancy lee harp,,ACCT-3220,2015
ACCT,3220,2,Accounting Information Systems,0.26,0.18,0.38,0.08,0.08,0.0,0.0,0.03,nancy lee harp,,ACCT-3220,2015
ACCT,3220,3,Accounting Information Systems,0.19,0.49,0.19,0.11,0.0,0.0,0.0,0.03,nancy lee harp,,ACCT-3220,2015
ACCT,4040,1,Individual Taxation,0.76,0.18,0.03,0.0,0.03,0.0,0.0,0.0,sarah martin,,ACCT-4040,2015
ACCT,4040,2,Individual Taxation,0.88,0.05,0.07,0.0,0.0,0.0,0.0,0.0,sarah martin,,ACCT-4040,2015
ACCT,4100,1,Reporting and Mgmt Control Sys,0.36,0.46,0.13,0.0,0.0,0.0,0.0,0.05,james mil kohlmeyer,,ACCT-4100,2015
